event_id,user_id,day,margin_kopecks,cancelled
318,152,10,1214,0
319,152,10,1459,0
320,152,8,1394,0
321,154,12,1072,0
322,154,9,1398,0
323,154,9,1180,0
324,154,8,1523,0
325,155,6,862,0
326,155,13,1435,0
327,155,10,1310,0
328,156,10,1242,0
329,156,8,1025,0
330,156,11,1502,0
331,156,12,1244,0
332,157,7,858,0
333,157,11,1101,0
334,157,8,1157,0
335,157,4,853,0
336,157,6,840,0
337,158,4,1294,0
338,158,1,929,0
339,161,4,925,0
340,161,7,1407,0
341,163,0,1281,0
342,163,4,0,1
343,164,12,820,0
344,164,4,1486,0
345,166,3,1510,0
346,166,2,811,0
347,166,13,1171,0
348,167,10,1142,0
349,167,7,992,0
350,167,11,913,0
351,167,10,1174,0
352,167,3,1370,0
353,167,13,1117,0
354,168,0,1511,0
355,169,12,1562,0
356,170,2,1204,0
357,170,5,1263,0
358,170,10,1464,0
359,170,4,988,0
360,170,11,1393,0
361,170,2,1282,0
362,170,6,847,0
363,170,10,1600,0
364,170,5,1265,0
365,170,4,1019,0
366,170,13,1165,0
367,170,3,1369,0
368,173,4,885,0
369,173,12,1440,0
370,173,4,1414,0
371,174,12,1266,0
372,174,2,1184,0
373,174,5,1471,0
374,174,13,823,0
375,175,3,1526,0
376,175,0,1180,0
377,176,11,1142,0
378,176,6,1575,0
379,176,3,1132,0
380,176,9,1458,0
381,177,7,1059,0
382,177,7,1010,0
383,177,2,1200,0
384,178,4,1396,0
385,179,8,1336,0
386,179,8,1447,0
387,179,5,1278,0
388,179,6,969,0
389,179,4,817,0
390,179,9,1084,0
391,180,5,0,1
392,180,6,814,0
393,180,6,1234,0
394,180,7,1193,0
395,181,3,1131,0
396,181,5,1273,0
397,181,5,1090,0
398,182,9,1078,0
399,183,4,894,0
400,184,1,1174,0
401,186,6,925,0
402,186,11,1551,0
403,186,4,1134,0
404,186,7,842,0
405,186,13,1222,0
406,186,1,1069,0
407,187,11,1102,0
408,187,13,0,1
409,187,11,1348,0
410,187,2,1118,0
411,188,9,1143,0
412,188,3,833,0
413,188,6,917,0
414,188,6,1440,0
415,189,12,1337,0
416,190,8,1472,0
417,190,6,1563,0
418,190,7,1513,0
419,190,5,1388,0
420,190,3,1368,0
421,191,9,1540,0
422,191,5,802,0
423,191,5,1049,0
424,191,8,831,0
425,191,5,1592,0
426,192,9,1070,0
427,192,11,1185,0
428,193,13,954,0
429,193,10,1569,0
430,193,3,1479,0
431,194,3,1284,0
432,194,2,960,0
433,196,8,1057,0
434,196,6,852,0
435,199,3,828,0
436,199,11,916,0
437,199,8,1297,0
438,201,12,1096,0
439,201,2,985,0
440,202,8,1385,0
441,202,0,1534,0
442,203,5,1187,0
443,203,2,1222,0
444,203,8,955,0
445,203,0,0,1
446,203,7,1411,0
447,204,4,1522,0
448,205,13,1308,0
449,205,4,1370,0
450,205,4,1458,0
451,207,12,1546,0
452,207,5,1504,0
453,207,9,1083,0
454,207,11,1057,0
455,207,8,835,0
456,208,3,1094,0
457,209,4,1590,0
458,209,9,985,0
459,209,7,1245,0
460,209,12,1266,0
461,209,0,1422,0
462,210,1,1163,0
463,210,5,834,0
464,210,6,1424,0
465,210,7,1179,0
466,210,10,1520,0
467,210,11,964,0
468,212,3,1157,0
469,212,6,1450,0
470,212,12,1175,0
471,212,11,1161,0
472,212,13,1359,0
473,212,10,1388,0
474,212,5,1594,0
475,213,3,979,0
476,213,1,860,0
477,213,1,1456,0
478,213,10,1208,0
479,213,11,866,0
480,213,3,1182,0
481,214,6,967,0
482,215,13,0,1
483,215,12,978,0
484,216,0,1179,0
485,216,5,1426,0
486,216,11,1424,0
487,217,13,870,0
488,217,8,922,0
489,218,2,1504,0
490,218,7,1224,0
491,218,4,933,0
492,218,9,1252,0
493,218,11,1432,0
494,218,2,887,0
495,218,1,1531,0
496,218,9,1342,0
497,218,10,1319,0
498,218,12,1479,0
499,218,7,999,0
500,219,0,927,0
501,219,1,820,0
502,220,6,980,0
503,221,8,1140,0
504,221,13,1093,0
505,221,7,876,0
506,221,7,1209,0
507,223,9,0,1
508,225,6,1057,0
509,226,13,1366,0
510,227,1,877,0
511,228,6,945,0
512,229,0,982,0
513,231,2,1045,0
514,231,9,838,0
515,232,5,1244,0
516,232,6,1193,0
517,233,10,1255,0
518,233,0,1287,0
519,234,10,1201,0
520,234,0,1447,0
521,235,11,1495,0
522,236,3,859,0
523,236,7,873,0
524,237,4,1030,0
525,237,10,962,0
526,237,4,1189,0
527,238,2,1054,0
528,238,4,1055,0
529,238,11,1527,0
530,238,11,1576,0
531,239,9,1035,0
532,241,12,964,0
533,242,4,874,0
534,242,7,1193,0
535,242,3,1353,0
536,242,13,1579,0
537,242,5,1173,0
538,242,6,1230,0
539,242,7,910,0
540,242,12,858,0
541,242,7,1271,0
542,242,2,886,0
543,242,5,1194,0
544,242,11,878,0
545,242,13,1074,0
546,242,2,1269,0
547,242,1,1047,0
548,242,1,1094,0
549,242,4,0,1
550,244,0,1570,0
551,245,12,1020,0
552,245,8,866,0
553,246,13,1251,0
554,246,8,1319,0
555,246,3,1163,0
556,246,9,1423,0
557,246,8,1359,0
558,246,10,1302,0
559,246,7,1363,0
560,247,7,988,0
561,247,10,857,0
562,247,3,1098,0
563,248,10,908,0
564,248,1,1094,0
565,248,6,1142,0
566,248,9,890,0
567,249,4,1515,0
568,249,6,1384,0
569,249,2,1004,0
570,249,9,1121,0
571,250,2,1002,0
572,250,12,1390,0
573,250,5,854,0
574,251,13,1421,0
575,251,6,1171,0
576,253,0,1337,0
577,253,11,1327,0
578,253,4,1598,0
579,253,1,1063,0
580,254,12,1334,0
581,254,3,1010,0
582,254,4,1048,0
583,254,9,984,0
584,256,3,1332,0
585,256,8,1530,0
586,256,9,929,0
587,256,4,1242,0
588,256,5,1071,0
589,259,6,0,1
590,260,5,0,1
591,260,7,1046,0
592,260,9,1225,0
593,261,7,1084,0
594,261,3,1403,0
595,261,10,1017,0
596,261,7,928,0
597,264,11,1457,0
598,264,7,1561,0
599,264,10,886,0
600,265,6,883,0
601,265,6,1104,0
602,265,4,1571,0
603,265,7,1013,0
604,266,0,1433,0
605,266,10,1499,0
606,266,2,1548,0
607,266,9,1035,0
608,267,8,1076,0
609,267,11,1109,0
610,269,3,1567,0
611,270,11,1286,0
612,270,9,883,0
613,270,10,1386,0
614,270,0,1368,0
615,270,3,856,0
616,270,12,1181,0
617,270,2,1135,0
618,271,7,1382,0
619,272,6,1359,0
620,272,3,995,0
621,272,12,0,1
622,273,2,1411,0
623,275,2,976,0
624,275,13,977,0
625,275,8,826,0
626,275,2,1449,0
627,275,10,1259,0
628,275,11,917,0
629,277,6,1066,0
630,278,6,1600,0
631,280,7,1154,0
632,280,3,940,0
633,283,8,1318,0
634,283,11,1151,0
635,283,9,991,0
636,283,1,898,0
637,283,4,905,0
638,283,5,1445,0
639,284,4,1313,0
640,284,11,1429,0
641,285,7,838,0
642,286,3,1121,0
643,286,5,1158,0
644,288,3,991,0
645,288,10,1445,0
646,290,4,1370,0
647,290,11,1481,0
648,291,10,970,0
649,291,6,1127,0
650,291,4,1253,0
651,292,2,1246,0
652,292,8,1565,0
653,292,4,1409,0
654,292,13,1541,0
655,293,8,1457,0
656,293,7,1470,0
657,293,13,1070,0
658,293,1,0,1
659,293,3,1035,0
660,295,11,1490,0
661,296,7,0,1
662,297,10,843,0
663,298,12,1422,0
664,298,8,1575,0
665,299,0,1392,0
666,300,6,1539,0
667,300,2,1137,0
668,300,5,1398,0
669,301,6,1197,0
670,302,3,1433,0
671,302,6,1475,0
672,302,10,841,0
673,302,5,1445,0
674,303,11,1092,0
675,303,11,1365,0
676,303,5,1383,0
677,303,6,919,0
678,303,2,1557,0
679,303,12,1011,0
680,303,0,1564,0
681,303,3,1056,0
682,303,3,1428,0
683,304,11,837,0
684,304,9,1360,0
685,305,6,852,0
686,305,3,1386,0
687,305,5,1483,0
688,307,8,1059,0
689,307,0,1148,0
690,307,12,1479,0
691,307,2,819,0
692,307,7,1049,0
693,307,6,1353,0
694,308,12,1525,0
695,309,13,1031,0
696,309,7,947,0
697,309,5,969,0
698,310,10,1553,0
699,310,3,892,0
700,310,13,949,0
701,311,12,1305,0
702,311,7,920,0
703,311,8,947,0
704,312,9,846,0
705,312,8,1463,0
706,313,9,1222,0
707,313,11,1000,0
708,313,10,1042,0
709,315,4,1457,0
710,316,8,1000,0
711,316,13,1429,0
712,316,8,1568,0
713,316,7,1407,0
714,316,13,879,0
715,319,0,1313,0
716,321,12,1441,0
717,321,1,1027,0
718,322,2,950,0
719,322,13,1069,0
720,322,6,1461,0
721,322,4,986,0
722,322,4,1195,0
723,322,10,1140,0
724,322,1,918,0
725,323,8,984,0
726,323,11,1579,0
727,324,8,1043,0
728,324,10,1359,0
729,325,0,1242,0
730,325,7,1235,0
731,325,8,1170,0
732,325,6,1162,0
733,325,10,1516,0
734,325,13,1520,0
735,326,1,1413,0
736,326,2,1081,0
737,327,4,1529,0
738,327,3,1113,0
739,327,12,1284,0
740,327,12,1263,0
741,329,8,823,0
742,329,11,1131,0
743,329,12,1315,0
744,329,12,1312,0
745,330,1,1077,0
746,333,1,1593,0
747,334,7,897,0
748,334,1,1164,0
749,335,2,1310,0
750,335,4,1252,0
751,335,3,981,0
752,335,1,978,0
753,335,10,938,0
754,335,0,1572,0
755,335,10,1118,0
756,335,11,1362,0
757,335,4,1234,0
758,335,12,1483,0
759,336,5,965,0
760,336,3,819,0
761,338,7,1539,0
762,341,5,1268,0
763,342,5,941,0
764,342,11,1155,0
765,343,2,1090,0
766,344,13,1289,0
767,345,2,1302,0
768,345,7,1260,0
769,345,3,1233,0
770,345,9,1218,0
771,345,0,969,0
772,346,1,941,0
773,346,1,1437,0
774,346,5,1576,0
775,346,12,1307,0
776,346,11,1400,0
777,346,9,1526,0
778,347,12,988,0
779,348,8,951,0
780,348,7,1298,0
781,350,12,1116,0
782,350,4,1200,0
783,352,4,0,1
784,355,3,938,0
785,355,1,1072,0
786,356,5,892,0
787,357,1,1217,0
788,357,0,1194,0
789,357,3,801,0
790,358,11,1069,0
791,358,4,0,1
792,359,5,918,0
793,360,11,1049,0
794,360,13,1217,0
795,361,1,942,0
796,363,8,1182,0
797,364,13,1144,0
798,364,1,1489,0
799,365,8,860,0
800,366,0,905,0
801,366,2,946,0
802,366,4,886,0
803,368,3,863,0
804,368,7,1570,0
805,368,7,896,0
806,368,12,1073,0
807,368,12,1216,0
808,370,11,1298,0
809,370,11,1054,0
810,370,10,1316,0
811,371,12,1002,0
812,371,5,1065,0
813,372,13,1254,0
814,375,12,1192,0
815,375,9,1062,0
816,375,4,1546,0
817,375,2,1227,0
818,375,4,1285,0
819,376,2,961,0
820,377,5,973,0
821,377,10,980,0
822,378,7,1566,0
823,379,1,1145,0
824,379,9,889,0
825,380,2,1190,0
826,380,7,1208,0
827,380,13,1586,0
828,380,7,1307,0
829,380,5,1162,0
830,381,12,1594,0
831,381,6,1231,0
832,381,6,1583,0
833,381,12,1441,0
834,382,4,1152,0
835,382,6,1157,0
836,382,0,1503,0
837,382,2,1055,0
838,385,7,1364,0
839,385,1,951,0
840,387,8,1046,0
841,388,11,1307,0
842,389,0,1018,0
843,389,13,1204,0
844,390,13,1216,0
845,390,9,1323,0
846,390,0,926,0
847,390,0,1511,0
848,391,13,0,1
849,391,7,1387,0
850,391,10,1177,0
851,391,2,1137,0
852,392,8,1360,0
853,393,6,1223,0
854,394,10,1504,0
855,394,2,1116,0
856,394,13,1033,0
857,395,6,876,0
858,395,8,1365,0
859,395,0,1512,0
860,395,7,1163,0
861,396,11,1568,0
862,396,6,1344,0
863,397,1,1296,0
864,398,1,1113,0
865,398,3,1014,0
866,398,1,1129,0
867,400,10,831,0
868,400,11,1576,0
869,400,5,1067,0
870,402,9,1189,0
871,403,10,1121,0
872,403,1,1252,0
873,403,2,1235,0
874,403,9,1423,0
875,403,8,1194,0
876,404,5,1363,0
877,405,7,1209,0
878,407,8,837,0
879,407,2,1539,0
880,409,5,877,0
881,410,11,883,0
882,410,10,877,0
883,410,9,1534,0
884,411,8,914,0
885,411,12,800,0
886,413,13,0,1
887,414,12,1085,0
888,416,13,0,1
889,416,3,1243,0
890,416,1,1111,0
891,416,7,1477,0
892,416,6,1206,0
893,417,2,1201,0
894,417,1,1337,0
895,417,3,947,0
896,417,11,948,0
897,417,1,942,0
898,417,6,1181,0
899,417,12,1144,0
900,418,13,1232,0
901,419,0,1265,0
902,420,10,1124,0
903,420,5,853,0
904,420,10,0,1
905,420,6,1178,0
906,420,11,978,0
907,422,11,1173,0
908,422,2,1061,0
909,423,2,1546,0
910,424,3,1352,0
911,424,8,1241,0
912,424,10,1330,0
913,425,8,866,0
914,425,8,1314,0
915,426,8,1113,0
916,426,10,1165,0
917,430,8,975,0
918,430,9,807,0
919,430,5,1204,0
920,431,2,1159,0
921,432,10,1143,0
922,432,3,1157,0
923,432,10,1091,0
924,432,10,1047,0
925,434,1,1426,0
926,434,10,1380,0
927,434,4,917,0
928,435,10,1471,0
929,435,0,1000,0
930,435,7,1383,0
931,436,10,1542,0
932,436,1,1082,0
933,437,12,1223,0
934,437,1,1513,0
935,438,13,1461,0
936,438,0,951,0
937,442,10,1080,0
938,442,8,1477,0
939,442,11,924,0
940,442,2,0,1
941,442,0,1287,0
942,443,4,834,0
943,443,11,1284,0
944,443,13,932,0
945,447,10,838,0
946,447,4,1367,0
947,447,10,1416,0
948,447,13,1449,0
949,447,1,1478,0
950,447,10,1452,0
951,448,10,1352,0
952,448,11,1251,0
953,448,4,907,0
954,448,3,1189,0
955,448,11,1472,0
956,451,9,906,0
957,451,3,1438,0
958,451,1,1053,0
959,453,3,1136,0
960,453,8,1233,0
961,454,3,1137,0
962,455,7,888,0
963,455,6,1534,0
964,455,6,1275,0
965,456,0,1521,0
966,459,9,1273,0
967,461,4,1447,0
968,461,0,1246,0
969,462,11,1224,0
970,462,11,1095,0
971,463,5,1073,0
972,464,11,1101,0
973,466,12,1307,0
974,466,0,1165,0
975,467,12,1097,0
976,469,5,990,0
977,470,2,1268,0
978,471,13,808,0
979,471,0,1373,0
980,474,10,1330,0
981,475,9,1224,0
982,475,11,1269,0
983,475,13,1135,0
984,476,7,1105,0
985,476,2,1562,0
986,480,8,1373,0
987,480,13,1223,0
988,483,10,952,0
989,484,6,1392,0
990,484,13,1040,0
991,484,3,1064,0
992,484,11,834,0
993,484,5,883,0
994,485,4,977,0
995,485,5,1196,0
996,486,1,1041,0
997,488,0,802,0
998,490,1,944,0
999,492,0,853,0
1000,492,10,1050,0
1001,492,9,1494,0
1002,493,12,1088,0
1003,493,9,1366,0
1004,494,5,1334,0
1005,494,13,964,0
1006,495,8,806,0
1007,495,12,837,0
1008,495,9,1313,0
1009,495,1,1517,0
1010,495,8,1230,0
1011,495,12,962,0
1012,495,4,858,0
1013,496,12,1365,0
1014,497,1,1422,0
1015,497,11,1102,0
1016,498,5,1092,0
1017,498,5,853,0
1018,499,8,1169,0
1019,499,0,1588,0
1020,499,7,1104,0
1021,499,13,1196,0
1022,499,12,1141,0
1023,499,13,1594,0
1024,502,8,934,0
1025,502,11,825,0
1026,502,6,1306,0
1027,502,11,1581,0
1028,502,6,1059,0
1029,502,5,1469,0
1030,502,6,881,0
1031,502,6,911,0
1032,502,0,1292,0
1033,503,11,1246,0
1034,503,13,1267,0
1035,504,9,1273,0
1036,504,7,1278,0
1037,506,1,1551,0
1038,506,1,1457,0
1039,506,1,931,0
1040,506,12,902,0
1041,506,7,1157,0
1042,506,9,888,0
1043,507,0,857,0
1044,507,10,1241,0
1045,507,0,1325,0
1046,508,7,1430,0
1047,508,12,1176,0
1048,509,10,806,0
1049,509,2,1475,0
1050,509,10,1273,0
1051,509,10,1226,0
1052,509,8,956,0
1053,510,8,1060,0
1054,511,4,1135,0
1055,511,5,953,0
1056,511,11,1361,0
1057,512,1,1134,0
1058,512,12,974,0
1059,512,4,1361,0
1060,512,6,978,0
1061,512,13,1379,0
1062,512,2,1091,0
1063,513,10,1471,0
1064,513,0,1319,0
1065,513,3,0,1
1066,513,7,875,0
1067,513,3,1083,0
1068,513,7,1154,0
1069,515,3,1011,0
1070,515,8,1140,0
1071,515,12,1425,0
1072,515,2,915,0
1073,515,6,1154,0
1074,516,11,1206,0
1075,516,13,1126,0
1076,517,4,1470,0
1077,517,7,1050,0
1078,521,12,1075,0
1079,521,1,1000,0
1080,521,4,1396,0
1081,522,5,1510,0
1082,523,12,1270,0
1083,523,1,1459,0
1084,523,3,1073,0
1085,524,6,1194,0
1086,524,5,1408,0
1087,524,5,1131,0
1088,524,5,842,0
1089,524,4,1189,0
1090,525,7,1300,0
1091,526,11,1006,0
1092,527,4,1351,0
1093,527,12,933,0
1094,527,7,1402,0
1095,527,4,936,0
1096,528,8,1330,0
1097,529,1,853,0
1098,529,13,1013,0
1099,530,10,1095,0
1100,531,9,1201,0
1101,531,12,1141,0
1102,531,5,1479,0
1103,531,12,0,1
1104,531,3,1379,0
1105,532,12,1323,0
1106,533,11,1375,0
1107,533,13,886,0
1108,533,5,1186,0
1109,534,3,1103,0
1110,536,6,940,0
1111,537,11,1578,0
1112,539,7,1057,0
1113,539,0,1274,0
1114,539,0,1039,0
1115,539,11,1020,0
1116,539,10,1414,0
1117,539,10,826,0
1118,540,5,1211,0
1119,541,10,0,1
1120,541,10,1252,0
1121,542,1,1560,0
1122,543,11,1231,0
1123,543,3,1388,0
1124,543,4,1465,0
1125,544,7,1126,0
1126,546,12,1372,0
1127,546,11,908,0
1128,546,7,1244,0
1129,546,3,1380,0
1130,546,9,1547,0
1131,547,12,1384,0
1132,548,11,968,0
1133,548,12,1449,0
1134,548,10,822,0
1135,549,0,1256,0
1136,549,0,1303,0
1137,549,1,1471,0
1138,549,10,1132,0
1139,549,0,1453,0
1140,549,11,1467,0
1141,549,11,800,0
1142,549,13,1129,0
1143,549,6,979,0
1144,550,4,1408,0
1145,550,9,811,0
1146,551,7,1417,0
1147,551,1,1040,0
1148,551,4,1541,0
1149,552,5,893,0
1150,552,3,980,0
1151,552,1,1218,0
1152,552,1,805,0
1153,553,13,0,1
1154,553,7,990,0
1155,554,1,1243,0
1156,554,8,1493,0
1157,555,11,1006,0
1158,556,12,857,0
1159,558,4,1062,0
1160,559,10,1549,0
1161,560,8,1113,0
1162,561,5,1302,0
1163,562,6,1402,0
1164,563,5,1517,0
1165,563,5,1360,0
1166,564,0,1493,0
1167,565,13,1443,0
1168,565,13,1175,0
1169,566,5,1182,0
1170,566,9,1452,0
1171,567,10,1542,0
1172,567,12,1475,0
1173,567,2,1594,0
1174,567,12,1044,0
1175,567,2,1412,0
1176,567,7,903,0
1177,568,9,961,0
1178,569,12,1020,0
1179,569,1,952,0
1180,569,8,1027,0
1181,570,7,1241,0
1182,570,1,1120,0
1183,571,5,1385,0
1184,571,4,1149,0
1185,571,4,825,0
1186,571,0,1381,0
1187,571,13,1272,0
1188,571,1,1081,0
1189,572,12,1103,0
1190,573,11,828,0
1191,574,3,1354,0
1192,574,7,1055,0
1193,574,6,1152,0
1194,575,3,1571,0
1195,575,4,1347,0
1196,575,6,1468,0
1197,576,5,1441,0
1198,577,3,1035,0
1199,577,13,1577,0
1200,577,8,1157,0
1201,578,13,1320,0
1202,578,3,1587,0
1203,578,6,849,0
1204,579,5,1091,0
1205,579,5,1174,0
1206,583,3,1195,0
1207,584,7,1382,0
1208,584,3,839,0
1209,584,1,1490,0
1210,585,7,1405,0
1211,585,1,1354,0
1212,586,11,948,0
1213,586,6,1502,0
1214,587,4,1306,0
1215,588,0,817,0
1216,588,11,957,0
1217,588,8,1420,0
1218,588,5,1331,0
1219,588,2,1099,0
1220,588,1,1475,0
1221,588,2,1238,0
1222,589,12,1560,0
1223,590,3,814,0
1224,590,0,1358,0
1225,590,11,1195,0
1226,590,3,1595,0
1227,591,13,1282,0
1228,591,1,813,0
1229,591,3,977,0
1230,593,1,889,0
1231,594,0,1088,0
1232,594,6,957,0
1233,594,7,1399,0
1234,595,2,1444,0
1235,595,9,1256,0
1236,595,0,0,1
1237,595,10,850,0
1238,596,12,1542,0
1239,596,2,1214,0
1240,596,6,993,0
1241,597,6,870,0
1242,597,9,1030,0
1243,597,13,985,0
1244,597,1,1395,0
1245,597,8,1038,0
1246,598,4,0,1
1247,598,12,1085,0
1248,598,13,0,1
1249,598,13,997,0
1250,598,11,822,0
1251,600,10,1474,0
1252,601,7,1089,0
1253,601,8,1453,0
1254,603,3,1398,0
1255,603,13,835,0
1256,603,11,1399,0
1257,603,11,1529,0
1258,605,12,1259,0
1259,608,6,1198,0
1260,608,5,1433,0
1261,608,11,1296,0
1262,609,8,850,0
1263,611,5,1509,0
1264,612,5,927,0
1265,612,10,919,0
1266,612,0,1444,0
1267,612,8,1150,0
1268,612,4,1209,0
1269,612,9,1039,0
1270,612,4,936,0
1271,612,11,898,0
1272,613,10,991,0
1273,613,13,840,0
1274,613,9,958,0
