user_id,variant,assigned_day,pre_margin_kopecks
304,B,0,1876
305,B,0,3804
306,A,0,0
307,B,0,4431
308,A,0,1630
309,A,0,3384
310,B,0,948
311,B,0,4780
312,B,0,2100
313,A,0,0
314,B,0,1172
315,A,0,2601
316,A,0,7944
317,B,0,0
318,A,0,0
319,B,0,1442
320,B,0,0
321,B,0,0
322,A,0,1890
323,A,0,1894
324,B,0,3000
325,A,0,5645
326,B,0,1548
327,A,0,2048
328,A,0,1244
329,B,0,2366
330,B,0,801
331,A,0,0
332,B,0,1140
333,B,0,2652
334,B,0,0
335,B,0,11286
336,A,0,1180
337,A,0,0
338,A,0,947
339,B,0,0
340,A,0,833
341,B,0,1013
342,B,0,0
343,A,0,1594
344,B,0,4059
345,B,0,5072
346,B,0,9976
347,B,0,0
348,B,0,4692
349,B,0,0
350,B,0,6986
351,A,0,0
352,B,0,2650
353,B,0,1728
354,A,0,1263
355,B,0,0
356,A,0,976
357,B,0,896
358,A,0,3603
359,A,0,3345
360,B,0,4890
361,A,0,0
362,A,0,0
363,A,0,1270
364,B,0,2288
365,A,0,1516
366,A,0,1207
367,B,0,1536
368,B,0,6975
369,B,0,989
370,A,0,0
371,B,0,2889
372,A,0,0
373,A,0,2320
374,B,0,0
375,A,0,893
376,A,0,1533
377,A,0,2250
378,B,0,948
379,A,0,0
380,B,0,2424
381,B,0,2742
382,A,0,3692
383,A,0,954
384,B,0,804
385,A,0,2439
386,A,0,0
387,B,0,807
388,A,0,0
389,B,0,1968
390,B,0,8058
391,B,0,2006
392,B,0,1403
393,B,0,1393
394,A,0,2252
395,B,0,2880
396,A,0,3771
397,A,0,7518
398,B,0,1726
399,A,0,0
400,B,0,993
401,B,0,0
402,B,0,0
403,A,0,1468
404,B,0,1962
405,A,0,2356
406,B,0,1502
407,A,0,0
408,A,0,2866
409,B,0,2568
410,A,0,2550
411,A,0,0
412,A,0,0
413,B,0,0
414,B,0,1384
415,A,0,0
416,B,0,3258
417,B,0,6400
418,B,0,4630
419,B,0,0
420,A,0,1950
421,A,0,0
422,B,0,1351
423,B,0,1904
424,B,0,3868
425,B,0,8561
426,A,0,1632
427,A,0,0
428,B,0,0
429,A,0,2906
430,B,0,2440
431,B,0,3561
432,A,0,3879
433,B,0,0
434,B,0,5280
435,B,0,1358
436,B,0,4743
437,A,0,7560
438,A,0,0
439,B,0,0
440,A,0,0
441,B,0,4698
442,B,0,1429
443,B,0,4566
444,B,0,2706
445,A,0,0
446,A,0,5650
447,B,0,6139
448,B,0,3560
449,B,0,2702
450,A,0,2988
451,A,0,2505
452,A,0,5164
453,A,0,3148
454,B,0,0
455,B,0,0
456,B,0,2901
457,B,0,2410
458,B,0,5272
459,A,0,1174
460,A,0,0
461,A,0,0
462,B,0,0
463,A,0,1186
464,B,0,4119
465,A,0,2084
466,B,0,0
467,A,0,915
468,A,0,0
469,A,0,0
470,A,0,2704
471,A,0,8976
472,B,0,1314
473,A,0,0
474,A,0,1730
475,A,0,1003
476,B,0,0
477,B,0,0
478,A,0,0
479,A,0,2714
480,B,0,5826
481,A,0,0
482,B,0,4359
483,A,0,930
484,B,0,3444
485,A,0,0
486,B,0,0
487,A,0,0
488,B,0,0
489,A,0,2332
490,A,0,4725
491,A,0,0
492,B,0,4383
493,A,0,1207
494,B,0,902
495,A,0,4041
496,B,0,7235
497,B,0,2655
498,A,0,0
499,B,0,4135
500,B,0,1062
501,A,0,1379
502,B,0,13286
503,B,0,2182
504,A,0,6870
505,B,0,0
506,B,0,6985
507,A,0,4932
508,A,0,1632
509,B,0,5595
510,B,0,5070
511,B,0,4248
512,A,0,5015
513,A,0,2138
514,B,0,1076
515,B,0,4065
516,A,0,906
517,A,0,2620
518,B,0,2400
519,A,0,1107
520,A,0,3600
521,A,0,6810
522,B,0,3084
523,B,0,3915
524,A,0,2008
525,A,0,2126
526,B,0,0
527,B,0,2598
528,A,0,4330
529,B,0,891
530,A,0,8968
531,A,0,8190
532,A,0,0
533,B,0,3156
534,B,0,4088
535,B,0,2396
536,A,0,1782
537,A,0,2352
538,A,0,1477
539,B,0,4720
540,A,0,827
541,A,0,2590
542,B,0,1480
543,B,0,1093
544,B,0,1290
545,B,0,1215
546,A,0,2546
547,B,0,2846
548,B,0,2738
549,B,0,7821
550,B,0,2716
551,A,0,0
552,B,0,3411
553,A,0,6120
554,B,0,9709
555,B,0,3342
556,B,0,0
557,A,0,0
558,B,0,846
559,A,0,5340
560,B,0,4540
561,A,0,1569
562,B,0,0
563,B,0,1193
564,A,0,11592
565,B,0,849
566,B,0,3960
567,B,0,4232
568,A,0,7578
569,A,0,2804
570,A,0,0
571,B,0,970
572,A,0,2808
573,A,0,0
574,A,0,4236
575,B,0,4587
576,B,0,0
577,A,0,3423
578,B,0,0
579,A,0,2978
580,A,0,1700
581,A,0,0
582,B,0,3122
583,B,0,0
584,A,0,8176
585,B,0,0
586,A,0,0
587,A,0,1201
588,A,0,0
589,B,0,1285
590,B,0,8586
591,A,0,859
592,A,0,2040
593,B,0,0
594,B,0,4304
595,A,0,1255
596,A,0,7775
597,A,0,7005
598,A,0,2721
599,A,0,0
600,A,0,1255
601,B,0,866
602,B,0,1226
603,A,0,880
604,B,0,0
605,A,0,1507
606,B,0,0
607,A,0,3867
608,A,0,6136
609,B,0,4470
610,B,0,0
611,B,0,0
612,B,0,2022
613,B,0,1832
614,A,0,0
615,B,0,1838
616,A,0,0
617,B,0,2420
618,B,0,846
619,B,0,2560
620,B,0,7710
621,B,0,0
622,A,0,1938
623,A,0,0
624,A,0,1516
625,B,0,3645
626,A,0,1590
627,B,0,1592
628,A,0,0
629,B,0,1263
630,B,0,3076
631,B,0,4775
632,A,0,827
633,B,0,7560
634,A,0,3376
635,B,0,0
636,A,0,4910
637,A,0,4280
638,A,0,1036
639,B,0,1806
640,B,0,0
641,A,0,2764
642,A,0,4480
643,B,0,1604
644,A,0,0
645,A,0,2780
646,A,0,1311
647,A,0,2962
648,A,0,4864
649,B,0,0
650,B,0,4338
651,A,0,9926
652,A,0,1026
653,B,0,3444
654,B,0,10458
655,A,0,3732
656,B,0,0
657,B,0,3308
658,A,0,3843
659,B,0,0
660,B,0,4972
661,A,0,2780
662,A,0,4692
663,A,0,2934
664,B,0,1282
665,A,0,1289
666,B,0,993
667,B,0,0
668,A,0,992
669,A,0,10640
670,B,0,0
671,A,0,2728
672,B,0,0
673,A,0,2409
674,B,0,1073
675,B,0,4470
676,A,0,4311
677,A,0,0
678,A,0,3212
679,A,0,4204
680,B,0,1072
681,A,0,0
682,A,0,4317
683,B,0,0
684,A,0,1367
685,B,0,0
686,B,0,1138
687,B,0,833
688,B,0,0
689,A,0,1501
690,A,0,3920
691,B,0,3495
692,A,0,1333
693,B,0,2376
694,B,0,0
695,B,0,2522
696,B,0,806
697,A,0,0
698,A,0,11907
699,B,0,3024
700,A,0,1866
701,B,0,2172
702,A,0,1698
703,A,0,0
704,A,0,2330
705,A,0,1234
706,B,0,4076
707,B,0,1812
708,A,0,7940
709,B,0,0
710,B,0,1104
711,B,0,2820
712,B,0,0
713,B,0,1864
714,B,0,3240
715,A,0,4200
716,B,0,1019
717,A,0,1358
718,B,0,1481
719,A,0,2654
720,B,0,0
721,B,0,2628
722,A,0,0
723,A,0,0
724,A,0,9208
725,A,0,5105
726,A,0,4160
727,B,0,0
728,B,0,830
729,A,0,1816
730,B,0,2132
731,B,0,4074
732,B,0,2238
733,A,0,2396
734,B,0,0
735,A,0,2018
736,A,0,4048
737,B,0,5792
738,A,0,3172
739,B,0,3330
740,A,0,1718
741,B,0,1427
742,A,0,1087
743,B,0,0
744,A,0,0
745,B,0,9060
746,B,0,0
747,B,0,4620
748,A,0,13300
749,B,0,1557
750,B,0,1323
751,B,0,6606
752,B,0,1297
753,A,0,6780
754,B,0,1030
755,A,0,2418
756,B,0,1119
757,A,0,5985
758,A,0,2498
759,A,0,1505
760,B,0,1527
761,B,0,0
762,A,0,1092
763,A,0,0
764,A,0,7220
765,A,0,5464
766,B,0,0
767,B,0,0
768,B,0,4300
769,A,0,10598
770,B,0,6230
771,B,0,0
772,A,0,0
773,A,0,1030
774,B,0,2366
775,A,0,3504
776,A,0,913
777,A,0,0
778,B,0,0
779,B,0,0
780,A,0,8616
781,B,0,3660
782,A,0,4465
783,A,0,3198
784,A,0,1125
785,A,0,7100
786,B,0,0
787,A,0,2991
788,A,0,3804
789,A,0,1138
790,A,0,1108
791,A,0,3984
792,A,0,7518
793,A,0,0
794,B,0,3963
795,B,0,4536
796,B,0,4752
797,B,0,0
798,B,0,2979
799,B,0,0
800,A,0,1842
801,B,0,0
802,A,0,4230
803,A,0,820
804,B,0,0
805,B,0,1003
806,B,0,7910
807,A,0,4203
808,B,0,0
809,A,0,1417
810,A,0,1501
811,A,0,2700
812,B,0,2415
813,A,0,0
814,B,0,2094
815,B,0,1115
816,A,0,5948
817,B,0,2072
818,A,0,9204
819,A,0,0
820,B,0,4617
821,B,0,2594
822,A,0,0
823,A,0,6564
824,B,0,9864
825,B,0,2260
826,B,0,5636
827,B,0,2580
828,B,0,4665
829,B,0,4107
830,B,0,1410
831,B,0,2790
832,B,0,861
833,A,0,1752
834,A,0,1141
835,A,0,0
836,B,0,947
837,A,0,1784
838,A,0,2606
839,A,0,6625
840,A,0,0
841,A,0,2586
842,B,0,2084
843,A,0,0
844,A,0,3681
845,B,0,934
846,B,0,2466
847,B,0,1334
848,A,0,4700
849,B,0,1848
850,A,0,1038
851,B,0,0
852,B,0,3960
853,A,0,0
854,B,0,2472
855,A,0,1358
856,B,0,1450
857,B,0,5130
858,A,0,2356
859,A,0,1559
860,A,0,861
861,B,0,5284
862,A,0,1020
863,A,0,0
864,A,0,0
865,B,0,2442
866,A,0,0
867,B,0,3308
868,A,0,4131
869,A,0,2928
870,B,0,0
871,A,0,1872
872,B,0,876
873,B,0,9234
874,B,0,0
875,A,0,2138
876,A,0,0
877,B,0,978
878,B,0,2178
879,B,0,895
880,B,0,0
881,B,0,4164
882,B,0,7335
883,B,0,2022
884,B,0,6112
885,B,0,0
886,A,0,1061
887,B,0,932
888,A,0,1558
889,A,0,0
890,B,0,1024
891,A,0,2958
892,A,0,9162
893,A,0,1984
894,A,0,6474
895,A,0,7140
896,A,0,1462
897,B,0,0
898,A,0,0
899,B,0,0
900,B,0,1383
901,B,0,0
902,A,0,4626
903,B,0,0
904,B,0,969
905,A,0,1329
906,B,0,0
907,B,0,0
908,A,0,0
909,B,0,0
910,B,0,4230
911,A,0,4228
912,A,0,3868
913,A,0,1286
914,B,0,1672
915,B,0,0
916,A,0,7728
917,B,0,6725
918,A,0,2878
919,A,0,0
920,A,0,0
921,B,0,0
922,A,0,1199
923,B,0,2150
924,B,0,0
925,A,0,2854
926,A,0,1478
927,B,0,2378
928,B,0,1087
929,B,0,942
930,B,0,1253
931,A,0,996
932,B,0,3294
933,A,0,2703
934,B,0,1300
935,A,0,2571
936,B,0,0
937,B,0,7865
938,A,0,2282
939,B,0,829
940,B,0,2064
941,A,0,0
942,B,0,832
943,A,0,1473
944,B,0,1349
945,A,0,2952
946,B,0,0
947,B,0,3096
948,A,0,4580
949,B,0,4930
950,B,0,0
951,A,0,2972
952,B,0,910
953,B,0,6236
954,B,0,0
955,B,0,1234
956,B,0,1636
957,B,0,4855
958,A,0,2686
959,A,0,971
960,B,0,0
961,A,0,0
962,B,0,2619
963,B,0,0
964,B,0,1048
965,B,0,881
966,B,0,899
967,A,0,4990
968,B,0,0
969,B,0,4614
970,B,0,5468
971,B,0,2588
972,B,0,5744
973,A,0,2342
974,B,0,0
975,B,0,4014
976,B,0,3987
977,A,0,3052
978,B,0,2954
979,B,0,6332
980,B,0,5782
981,A,0,1431
982,A,0,1350
983,A,0,3138
984,B,0,3680
985,B,0,0
986,A,0,1050
987,B,0,1520
988,B,0,0
989,A,0,2637
990,B,0,4260
991,B,0,0
992,A,0,2412
993,B,0,3048
994,A,0,2985
995,A,0,1506
996,A,0,6044
997,A,0,3692
998,A,0,0
999,A,0,848
1000,B,0,5820
1001,B,0,4140
1002,A,0,6531
1003,B,0,1106
1004,B,0,2898
1005,B,0,6180
1006,A,0,2606
1007,A,0,6538
1008,B,0,0
1009,A,0,2548
1010,A,0,0
1011,B,0,852
1012,A,0,4725
1013,A,0,5715
1014,B,0,6955
1015,A,0,3783
1016,A,0,3804
1017,B,0,6392
1018,B,0,0
1019,B,0,4148
1020,B,0,958
1021,A,0,999
1022,B,0,9570
1023,B,0,879
1024,B,0,2602
1025,B,0,0
1026,B,0,2122
1027,A,0,1265
1028,A,0,1027
1029,B,0,1474
1030,B,0,1096
1031,B,0,2660
1032,B,0,1116
1033,B,0,1252
1034,B,0,1072
1035,A,0,5024
1036,A,0,2204
1037,A,0,2637
1038,B,0,5585
1039,B,0,2074
1040,B,0,1650
1041,B,0,844
1042,B,0,0
1043,A,0,5352
1044,A,0,2888
1045,A,0,2760
1046,B,0,0
1047,A,0,0
1048,B,0,2682
1049,B,0,2954
1050,B,0,2298
1051,A,0,0
1052,A,0,2402
1053,A,0,2650
1054,B,0,4140
1055,B,0,824
1056,A,0,1184
1057,B,0,842
1058,B,0,1528
1059,A,0,4792
1060,A,0,0
1061,A,0,1048
1062,B,0,865
1063,A,0,5912
1064,A,0,5208
1065,B,0,5090
1066,A,0,1570
1067,A,0,1174
1068,A,0,5448
1069,A,0,0
1070,B,0,6202
1071,B,0,1270
1072,B,0,2066
1073,B,0,2884
1074,A,0,1252
1075,B,0,0
1076,A,0,2160
1077,B,0,3291
1078,A,0,0
1079,A,0,0
1080,B,0,1220
1081,A,0,1265
1082,B,0,2912
1083,B,0,1158
1084,B,0,1932
1085,B,0,1530
1086,A,0,2118
1087,B,0,2442
1088,A,0,1527
1089,B,0,3900
1090,A,0,8617
1091,B,0,2991
1092,B,0,1057
1093,A,0,2554
1094,B,0,0
1095,A,0,865
1096,A,0,0
1097,A,0,0
1098,B,0,5315
1099,B,0,0
1100,A,0,0
1101,B,0,0
1102,A,0,0
1103,B,0,2948
1104,A,0,4452
1105,A,0,2826
1106,A,0,7425
1107,B,0,1282
1108,A,0,0
1109,B,0,0
1110,A,0,2166
1111,A,0,7765
1112,B,0,0
1113,A,0,1169
1114,A,0,3252
1115,B,0,1233
1116,B,0,0
1117,B,0,1521
1118,A,0,2712
1119,A,0,1174
1120,B,0,4398
1121,A,0,0
1122,B,0,1549
1123,A,0,4242
1124,B,0,0
1125,B,0,910
1126,A,0,3420
1127,B,0,3900
1128,A,0,906
1129,A,0,0
1130,B,0,4080
1131,A,0,0
1132,B,0,0
1133,B,0,2606
1134,A,0,2730
1135,A,0,1672
1136,A,0,3164
1137,B,0,1594
1138,B,0,4960
1139,A,0,0
1140,A,0,1420
1141,A,0,3789
1142,B,0,3987
1143,B,0,1636
1144,A,0,0
1145,B,0,0
1146,A,0,0
1147,B,0,2178
1148,A,0,0
1149,B,0,1278
1150,A,0,10750
1151,A,0,2284
1152,B,0,1570
1153,A,0,1326
1154,A,0,0
1155,A,0,1662
1156,B,0,0
1157,B,0,1318
1158,A,0,1494
1159,B,0,7056
1160,B,0,1347
1161,A,0,3591
1162,A,0,0
1163,A,0,989
1164,B,0,2478
1165,A,0,2786
1166,B,0,906
1167,B,0,6468
1168,A,0,0
1169,A,0,879
1170,B,0,1379
1171,B,0,6300
1172,B,0,0
1173,A,0,1122
1174,A,0,0
1175,A,0,3792
1176,A,0,0
1177,B,0,1896
1178,A,0,3034
1179,A,0,3600
1180,A,0,0
1181,B,0,0
1182,A,0,2646
1183,A,0,0
1184,B,0,4800
1185,A,0,1392
1186,A,0,9246
1187,B,0,4336
1188,B,0,2176
1189,A,0,1113
1190,B,0,0
1191,B,0,10592
1192,B,0,0
1193,B,0,0
1194,B,0,0
1195,A,0,4930
1196,A,0,1614
1197,B,0,855
1198,B,0,2598
1199,A,0,2324
1200,B,0,0
1201,B,0,1732
1202,B,0,2757
1203,A,0,1672
1204,A,0,2637
1205,A,0,1050
1206,B,0,1972
1207,B,0,1312
1208,A,0,7422
1209,A,0,1742
1210,B,0,5968
1211,A,0,2475
1212,A,0,1012
1213,B,0,3087
1214,A,0,3648
1215,A,0,0
1216,A,0,4914
1217,B,0,0
1218,A,0,2428
1219,A,0,3030
1220,A,0,3066
1221,B,0,1221
1222,A,0,0
1223,A,0,0
1224,B,0,1882
1225,B,0,0
1226,B,0,1282
1227,B,0,0
1228,A,0,3858
1229,B,0,3600
1230,A,0,1984
1231,B,0,9456
1232,A,0,0
1233,B,0,3048
1234,A,0,1107
1235,A,0,1527
1236,A,0,2877
1237,B,0,4053
1238,A,0,2766
1239,B,0,1387
1240,A,0,0
1241,B,0,1271
1242,A,0,3510
1243,B,0,3885
1244,A,0,0
1245,A,0,3639
1246,A,0,1192
1247,A,0,0
1248,B,0,928
1249,B,0,4011
1250,A,0,2817
1251,B,0,0
1252,A,0,863
1253,B,0,4936
1254,A,0,3660
1255,B,0,3074
1256,B,0,5152
1257,A,0,1035
1258,B,0,5185
1259,B,0,5764
1260,A,0,4434
1261,B,0,0
1262,A,0,2576
1263,B,0,4145
1264,B,0,11970
1265,B,0,0
1266,A,0,0
1267,A,0,9830
1268,A,0,1239
1269,B,0,5004
1270,B,0,2622
1271,B,0,2526
1272,A,0,2918
1273,B,0,1591
1274,A,0,2804
1275,A,0,1354
1276,B,0,1502
1277,B,0,2382
1278,A,0,1692
1279,B,0,0
1280,B,0,3084
1281,B,0,0
1282,B,0,0
1283,B,0,0
1284,A,0,0
1285,B,0,5972
1286,A,0,6092
1287,A,0,2158
1288,B,0,3960
1289,A,0,1141
1290,A,0,2817
1291,B,0,4524
1292,B,0,3693
1293,B,0,0
1294,A,0,1049
1295,A,0,6370
1296,A,0,3657
1297,B,0,1574
1298,A,0,0
1299,B,0,0
1300,B,0,3284
1301,A,0,3160
1302,A,0,3117
1303,A,0,0
1304,B,0,8589
1305,A,0,0
1306,B,0,0
1307,B,0,2514
1308,B,0,1514
1309,A,0,1882
1310,A,0,0
1311,B,0,0
1312,A,0,0
1313,B,0,9730
1314,B,0,1246
1315,A,0,7835
1316,B,0,0
1317,B,0,1676
1318,A,0,0
1319,A,0,3620
1320,A,0,1276
1321,B,0,1114
1322,B,0,1534
1323,A,0,6245
1324,A,0,6140
1325,A,0,4617
1326,B,0,0
1327,B,0,1363
1328,A,0,7170
1329,A,0,0
1330,A,0,1527
1331,B,0,852
1332,B,0,4626
1333,B,0,7380
1334,A,0,0
1335,B,0,2368
1336,B,0,0
1337,A,0,0
1338,A,0,3171
1339,A,0,2840
1340,B,0,7512
1341,B,0,3540
1342,A,0,3582
1343,A,0,3000
1344,A,0,3306
1345,B,0,1308
1346,B,0,3132
1347,B,0,5296
1348,B,0,6285
1349,A,0,6975
1350,B,0,0
1351,A,0,0
1352,A,0,1001
1353,B,0,1467
1354,B,0,1480
1355,B,0,2124
1356,B,0,1070
1357,B,0,4761
1358,A,0,0
1359,B,0,4404
1360,A,0,2398
1361,A,0,2198
1362,A,0,0
1363,B,0,1950
1364,A,0,5652
1365,A,0,0
1366,B,0,1383
1367,A,0,2482
1368,B,0,1162
1369,B,0,1860
1370,A,0,4176
1371,A,0,10776
1372,A,0,1159
1373,B,0,1220
1374,A,0,1552
1375,B,0,2920
1376,A,0,4536
1377,A,0,4885
1378,A,0,2406
1379,A,0,0
1380,A,0,3300
1381,B,0,0
1382,A,0,4536
1383,B,0,2696
1384,B,0,3170
1385,A,0,0
1386,B,0,4191
1387,B,0,1158
1388,A,0,4170
1389,A,0,0
1390,B,0,1240
1391,B,0,4196
1392,B,0,983
1393,A,0,2757
1394,B,0,1924
1395,B,0,2464
1396,A,0,2769
1397,A,0,1660
1398,B,0,3447
1399,B,0,7668
1400,B,0,10920
1401,A,0,1950
1402,A,0,2940
1403,A,0,2571
1404,B,0,1015
1405,A,0,6215
1406,A,0,1049
1407,B,0,3288
1408,B,0,1237
1409,A,0,7145
1410,A,0,0
1411,A,0,8704
1412,A,0,975
1413,A,0,0
1414,A,0,0
1415,A,0,937
1416,A,0,0
1417,B,0,0
1418,B,0,1582
1419,A,0,2390
1420,B,0,0
1421,B,0,2482
1422,B,0,3114
1423,A,0,806
1424,B,0,4398
1425,A,0,894
1426,A,0,2552
1427,A,0,4755
1428,B,0,0
1429,B,0,5156
1430,B,0,3492
1431,A,0,3696
1432,A,0,6520
1433,A,0,1455
1434,B,0,0
1435,A,0,941
1436,A,0,2712
1437,A,0,2698
1438,B,0,0
1439,B,0,3765
1440,B,0,976
1441,B,0,960
1442,A,0,3243
1443,A,0,4640
1444,A,0,2248
1445,B,0,4172
1446,A,0,3219
1447,B,0,1130
1448,B,0,1175
1449,B,0,0
1450,A,0,0
1451,A,0,0
1452,A,0,2426
1453,B,0,3621
1454,A,0,4295
1455,A,0,4602
1456,A,0,0
1457,B,0,3084
1458,B,0,4587
1459,A,0,3987
1460,B,0,3678
1461,B,0,1340
1462,A,0,1435
1463,B,0,808
1464,B,0,1393
1465,A,0,1148
1466,A,0,2646
1467,B,0,3154
1468,B,0,862
1469,A,0,930
1470,B,0,3369
1471,A,0,1411
1472,B,0,1870
1473,A,0,4002
1474,B,0,2502
1475,A,0,1768
1476,A,0,897
1477,B,0,9422
1478,A,0,1288
1479,A,0,832
1480,A,0,0
1481,A,0,0
1482,A,0,0
1483,B,0,0
1484,A,0,4100
1485,B,0,1802
1486,A,0,1176
1487,B,0,2904
1488,B,0,6951
1489,A,0,5820
1490,B,0,1517
1491,B,0,3669
1492,B,0,1318
1493,A,0,2792
1494,A,0,8448
1495,B,0,873
1496,A,0,1183
1497,A,0,0
1498,B,0,9360
1499,A,0,0
1500,B,0,0
1501,B,0,0
1502,B,0,2670
1503,B,0,1186
1504,B,0,0
1505,A,0,3309
1506,B,0,0
1507,B,0,0
1508,A,0,928
1509,B,0,1600
1510,A,0,4407
1511,A,0,0
1512,B,0,0
1513,B,0,0
1514,A,0,0
1515,B,0,2136
1516,A,0,4740
1517,A,0,1307
1518,A,0,0
1519,A,0,2608
1520,A,0,1562
1521,B,0,0
1522,A,0,5792
1523,B,0,2326
1524,A,0,3948
1525,B,0,1526
1526,B,0,0
1527,A,0,0
1528,A,0,2592
1529,A,0,3448
1530,A,0,2776
1531,A,0,3033
1532,B,0,3152
1533,B,0,5568
1534,A,0,3952
1535,B,0,840
1536,B,0,15356
1537,A,0,1058
1538,B,0,3920
1539,A,0,3600
1540,A,0,3032
1541,A,0,1239
1542,B,0,3082
